player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Emiliano Buendía,Aston Villa,MID,6.0,102,0,2.8,1.3,6,2,1753,3,24,0,0,0,0,6,0,10,427.0,402.1,398.0,121.4,0.0,0,0.0,17.0,0,0,0,0,0.0,0.0,0.0,0.0,3.38,2.23,5.61,28.03,21,49,39,109,197,10.11,,144,55,77,58,67,40,87,51,,,1.0,,1.0,,0.17,0.0,0.11,0.28,1.44,1.23,65,43,492,193,199,75,170,55,1.08,0.15
Ezri Konsa,Aston Villa,DEF,4.5,100,0,2.9,14.9,0,1,3035,9,44,0,0,0,0,0,1,3,601.4,108.3,124.0,84.0,0.0,0,0.0,22.2,0,0,0,0,0.0,0.0,0.0,0.0,1.27,0.59,1.86,48.93,34,22,174,108,196,5.81,,76,31,233,72,210,58,165,58,,,,,,,0.04,0.0,0.02,0.06,1.45,1.3,425,96,103,68,180,74,28,9,1.01,0.27
Lewis Dunk,Brighton,DEF,4.5,100,0,3.0,0.9,1,1,2837,7,40,0,0,0,0,10,0,5,649.6,125.5,210.0,98.7,0.0,0,0.0,22.2,0,0,0,0,0.0,0.0,0.0,0.0,1.83,0.56,2.39,41.9,31,35,196,135,231,7.33,,63,27,221,62,144,33,133,42,,,3.0,,,,0.06,0.0,0.02,0.08,1.33,1.27,398,80,76,52,164,67,201,74,0.98,0.22
Jaka Bijol,Leeds,DEF,5.0,99,0,4.0,0.3,1,3,1888,5,26,0,0,0,0,4,0,6,531.8,84.5,243.0,86.0,0.0,0,0.0,19.8,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.75,1.65,31.48,21,25,194,63,219,10.44,,104,46,248,81,120,21,159,55,,,,,,,0.04,0.0,0.04,0.08,1.5,1.24,297,54,274,137,53,21,301,112,1.0,0.24
Mathias Jensen,Brentford,MID,5.5,98,0,2.7,0.2,3,2,2239,9,33,0,0,0,0,3,0,1,435.6,632.7,201.0,126.9,0.0,0,0.0,17.8,0,0,0,0,0.0,0.0,0.0,0.0,2.21,6.06,8.27,35.72,26,40,62,118,220,8.84,,140,52,29,28,155,84,77,48,1.0,,2.0,,3.0,,0.09,0.0,0.24,0.33,1.44,1.33,137,85,396,136,209,81,377,139,1.05,0.36
Yasin Ayari,Brighton,MID,5.5,98,0,3.4,0.8,3,4,1921,6,24,0,0,0,0,1,0,7,359.8,251.3,231.0,84.5,0.0,0,0.0,17.8,0,0,0,0,0.0,0.0,0.0,0.0,2.7,1.15,3.85,26.85,20,47,54,124,225,10.54,,169,67,137,94,131,75,163,80,4.0,,2.0,,,,0.13,0.0,0.05,0.18,1.26,1.12,198,123,457,174,118,47,217,71,0.94,0.28
Lucas Digne,Aston Villa,DEF,4.5,97,0,3.1,0.4,0,7,1842,7,23,0,0,0,0,3,0,5,400.2,455.5,130.0,98.5,0.0,0,0.0,21.6,0,0,0,0,0.0,0.0,0.0,0.0,0.67,3.28,3.95,27.79,21,36,77,63,113,5.52,Has joined Paris Saint-Germain permanently,153,63,60,11,206,56,134,43,,,,,,,0.03,0.0,0.16,0.19,1.36,1.12,400,82,78,54,154,61,272,100,1.03,0.34
Diego Gomez,Brighton,MID,5.0,97,0,3.0,2.8,5,1,2117,8,29,0,0,0,0,9,0,9,438.2,319.7,432.0,119.0,0.0,0,0.0,19.4,0,0,0,0,0.0,0.0,0.0,0.0,6.24,1.72,7.96,29.35,26,77,49,112,238,10.12,,136,49,112,80,55,33,91,53,,,5.0,,,,0.27,0.0,0.07,0.34,1.25,1.23,351,204,328,91,171,65,106,35,1.11,0.34
Nick Pope,Newcastle,GKP,5.0,96,0,3.6,1.3,0,1,2416,7,38,0,0,0,89,2,0,3,671.0,0.0,35.0,70.7,0.0,0,0.0,19.2,0,0,0,0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,32.89,27,1,35,254,0,0.0,,55,13,495,57,293,1,197,13,,,,,,,0.01,3.32,0.0,0.01,1.23,1.42,230,6,207,48,86,8,173,25,1.01,0.26
Jayden Bogle,Leeds,DEF,4.5,96,0,2.8,0.5,1,5,2795,6,44,0,0,0,0,6,0,1,436.0,346.1,218.0,100.3,0.0,0,0.0,21.3,0,0,0,0,0.0,0.0,0.0,0.0,2.08,3.11,5.19,39.93,32,66,112,133,178,5.73,,139,57,103,25,141,30,128,37,,,,,,,0.07,0.0,0.1,0.17,1.29,1.42,437,105,115,77,190,78,260,98,1.03,0.19
Malo Gusto,Chelsea,DEF,5.0,96,0,2.8,1.1,2,3,2255,7,36,1,0,0,0,3,1,7,443.6,448.5,205.0,109.8,0.0,0,0.0,19.2,0,0,0,0,0.0,0.0,0.0,0.0,1.56,2.97,4.53,37.13,26,52,74,123,126,5.03,,133,55,61,12,149,37,106,29,,,,,,,0.06,0.0,0.12,0.18,1.48,1.44,323,63,300,146,194,82,185,67,1.04,0.28
Martin Dubravka,Spurs,GKP,4.0,96,0,2.7,21.7,0,0,3150,4,71,0,0,0,127,1,0,7,976.4,0.0,0.0,97.9,0.0,0,0.0,24.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,71.26,35,1,59,291,0,0.0,,8,1,382,18,363,9,135,1,,,,,,,0.0,3.63,0.0,0.0,2.04,2.03,527,51,5,5,202,23,14,2,1.0,0.11
Thierno Barry,Everton,FWD,5.5,95,0,2.5,1.2,8,0,1898,7,34,0,0,0,0,3,0,9,341.0,207.7,501.0,102.5,0.0,0,0.0,17.3,0,0,0,0,0.0,0.0,0.0,0.0,8.17,0.44,8.61,33.49,21,6,34,34,74,3.51,,177,16,160,14,42,16,123,18,,,,,2.0,,0.39,0.0,0.02,0.41,1.59,1.61,217,44,476,40,238,25,176,27,1.0,0.33
Patrick Dorgu,Man Utd,MID,6.0,95,0,3.7,1.6,4,4,1440,4,20,0,0,0,0,5,0,11,469.0,394.2,341.0,120.3,0.0,0,0.0,15.8,0,0,0,0,0.0,0.0,0.0,0.0,2.39,1.84,4.23,19.61,15,48,50,77,98,6.12,,125,45,80,59,80,49,89,52,,,,,,,0.15,0.0,0.12,0.27,1.23,1.25,107,69,534,219,82,36,156,46,0.94,0.25
Vitalii Mykolenko,Everton,DEF,4.5,95,0,2.9,1.4,0,1,2959,9,47,1,0,0,0,6,0,2,559.2,394.1,71.0,102.3,0.0,0,0.0,21.1,0,0,0,0,0.0,0.0,0.0,0.0,0.28,2.46,2.74,48.41,33,48,183,107,231,7.03,,91,40,81,20,260,83,124,36,,,,,,,0.01,0.0,0.07,0.08,1.47,1.43,436,104,114,76,181,75,166,65,1.0,0.27
Ryan Sessegnon,Fulham,DEF,4.5,95,0,3.5,0.4,3,3,1816,6,29,0,0,0,0,0,0,8,413.8,225.0,229.0,86.7,0.0,0,0.0,21.1,0,0,0,0,0.0,0.0,0.0,0.0,1.6,1.8,3.4,26.33,20,48,96,74,218,10.8,,147,60,150,36,133,26,155,52,,,,,,,0.08,0.0,0.09,0.17,1.3,1.44,420,91,98,63,98,38,274,101,0.99,0.3
Mats Wieffer,Brighton,DEF,5.0,94,0,3.6,0.3,2,4,1901,6,26,0,0,0,0,8,0,6,477.0,291.1,209.0,97.7,0.0,0,0.0,18.8,0,0,0,0,0.0,0.0,0.0,0.0,1.92,1.86,3.78,23.95,23,66,101,102,269,12.74,,122,50,128,31,146,34,136,44,,,,,,,0.09,0.0,0.09,0.18,1.13,1.23,316,61,293,144,89,36,311,116,1.09,0.28
James Justin,Leeds,DEF,4.5,94,0,3.2,0.6,2,1,1893,6,26,0,0,0,0,4,0,9,469.8,190.9,220.0,88.3,0.0,0,0.0,20.9,0,0,0,0,0.0,0.0,0.0,0.0,1.83,1.16,2.99,33.01,21,55,128,70,183,8.7,,124,51,177,43,137,29,151,49,,,,,,,0.09,0.0,0.06,0.15,1.57,1.24,432,101,110,73,140,54,241,92,1.0,0.29
Dan Burn,Newcastle,DEF,5.0,93,0,3.2,2.5,1,3,2195,6,36,0,0,0,0,9,1,5,525.8,107.3,186.0,82.1,0.0,0,0.0,18.6,0,0,0,0,0.0,0.0,0.0,0.0,1.08,0.36,1.44,30.15,25,40,185,76,225,9.23,,108,47,234,73,165,45,168,59,,,,,,,0.04,0.0,0.01,0.05,1.24,1.48,226,35,203,118,142,56,115,48,1.03,0.25
Tijjani Reijnders,Man City,MID,6.0,92,0,3.3,0.3,5,3,1623,7,18,0,0,0,0,2,0,6,340.0,347.8,435.0,111.2,0.0,0,0.0,15.3,0,0,0,0,0.0,0.0,0.0,0.0,4.61,2.35,6.96,18.82,19,10,32,58,100,5.55,,178,74,102,74,51,30,105,61,,,,,,,0.26,0.0,0.13,0.39,1.04,1.0,78,50,505,200,134,55,310,103,1.05,0.39
Brian Brobbey,Sunderland,FWD,6.0,92,0,3.0,15.3,7,2,1920,6,30,0,0,0,0,6,0,12,333.4,200.5,552.0,106.7,0.0,0,0.0,15.3,0,0,0,0,0.0,0.0,0.0,0.0,6.02,0.67,6.69,31.4,22,9,21,44,74,3.47,,184,18,168,16,38,15,113,17,,,,,,,0.28,0.0,0.03,0.31,1.47,1.41,82,21,509,52,176,16,26,6,1.03,0.28
Sander Berge,Fulham,MID,5.0,91,0,2.6,0.4,0,3,2904,8,45,1,0,0,0,5,0,3,437.8,365.1,105.0,91.0,0.0,0,0.0,18.2,0,0,0,0,0.0,0.0,0.0,0.0,1.54,1.5,3.04,43.09,34,57,91,132,280,8.68,,137,50,92,67,227,122,148,77,,,,,,,0.05,0.0,0.05,0.1,1.34,1.39,260,159,237,46,222,85,275,89,1.05,0.25
Cristian Romero,Spurs,DEF,5.0,91,0,4.0,0.8,4,1,1869,5,33,0,0,0,0,9,2,10,574.8,133.6,223.0,93.2,0.0,0,0.0,18.2,0,0,0,0,0.0,0.0,0.0,0.0,1.39,1.25,2.64,28.32,22,58,139,88,197,9.49,Has joined Atletico Madrid permanently,85,36,212,57,135,27,145,48,,,,,,,0.07,0.0,0.06,0.13,1.36,1.59,275,48,252,131,51,19,216,82,1.06,0.24
Alisson A.Becker,Liverpool,GKP,5.5,91,0,3.5,3.8,0,0,2340,8,31,0,0,0,57,1,0,8,479.8,0.1,0.0,47.8,0.0,0,0.0,16.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,29.58,26,0,37,229,0,0.0,,120,18,377,13,558,65,250,18,,,,,,,0.0,2.19,0.0,0.0,1.14,1.19,116,3,375,64,104,11,85,13,1.0,0.31
Amad Amad,Man Utd,MID,6.0,91,0,2.8,1.6,2,5,2339,6,33,0,0,0,0,2,0,7,436.6,596.1,600.0,163.5,0.0,0,0.0,15.2,0,0,0,0,0.0,0.0,0.0,0.0,5.46,4.74,10.2,31.69,27,38,48,112,198,7.62,,138,51,35,34,33,19,41,28,4.0,,,,,,0.21,0.0,0.18,0.39,1.22,1.27,96,61,523,211,200,76,152,44,1.04,0.23
Jack Hinshelwood,Brighton,MID,6.0,91,0,3.4,0.3,4,5,1736,7,23,1,0,0,0,0,0,2,312.6,228.0,412.0,94.8,0.0,0,0.0,15.2,0,0,0,0,0.0,0.0,0.0,0.0,4.94,2.34,7.28,27.83,20,18,35,61,114,5.91,,195,84,149,101,60,36,140,75,,,,,,,0.26,0.0,0.12,0.38,1.44,1.19,101,66,528,216,120,48,293,96,1.04,0.36
Guglielmo Vicario,Spurs,GKP,4.5,90,0,2.9,1.2,0,0,2790,7,50,0,0,0,83,1,0,6,709.2,10.1,0.0,72.2,0.0,0,0.0,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,46.21,31,1,35,247,0,0.0,,44,12,339,8,434,35,194,12,,,,,,,0.0,2.68,0.0,0.0,1.49,1.61,419,31,97,31,179,21,175,26,1.0,0.23
Harry Maguire,Man Utd,DEF,5.0,90,0,3.9,12.8,1,2,1649,7,20,0,0,0,0,3,1,5,381.6,62.5,184.0,63.0,0.0,0,0.0,18.0,0,0,0,0,0.0,0.0,0.0,0.0,1.12,0.5,1.62,22.95,19,22,129,62,151,8.24,,158,64,273,92,169,48,215,69,,,,,,,0.06,0.0,0.03,0.09,1.25,1.09,229,36,206,119,63,24,31,11,1.04,0.38
Ibrahim Sangaré,Nott'm Forest,MID,5.0,89,0,3.2,0.9,2,2,2073,8,26,0,0,0,0,5,0,2,434.4,205.9,126.0,76.8,0.0,0,0.0,17.8,0,0,0,0,0.0,0.0,0.0,0.0,1.16,1.8,2.96,33.17,25,58,95,114,267,11.59,,142,53,162,108,209,116,179,87,,,,,,,0.05,0.0,0.08,0.13,1.44,1.13,264,162,241,49,144,57,203,69,1.09,0.35
Sven Botman,Newcastle,DEF,5.0,89,0,3.6,0.4,1,1,1834,5,27,1,0,0,0,2,0,6,597.0,85.8,190.0,87.4,0.0,0,0.0,17.8,0,0,0,0,0.0,0.0,0.0,0.0,1.73,0.86,2.59,27.58,21,21,195,89,216,10.6,,78,32,246,80,163,44,153,50,,,,,,,0.08,0.0,0.04,0.12,1.35,1.32,273,47,250,130,87,34,277,102,1.03,0.25
Callum Hudson-Odoi,Nott'm Forest,MID,6.0,88,0,2.9,0.2,3,4,1838,6,26,0,0,0,0,0,0,8,366.6,611.7,330.0,130.6,0.0,0,0.0,14.7,0,0,0,0,0.0,0.0,0.0,0.0,2.77,3.02,5.79,30.88,21,14,24,68,106,5.19,,166,65,31,30,83,51,74,45,,,4.0,,,,0.14,0.0,0.15,0.29,1.51,1.27,70,46,497,196,186,71,358,126,1.03,0.29
Piero Hincapie,Arsenal,DEF,5.5,87,0,3.5,2.7,1,2,1787,5,19,1,0,0,0,2,0,7,453.6,184.7,72.0,70.9,0.0,0,0.0,15.8,0,0,0,0,0.0,0.0,0.0,0.0,0.36,1.67,2.03,17.53,20,48,123,63,171,8.61,,129,54,180,45,258,82,196,65,,,,,,,0.02,0.0,0.08,0.1,0.88,0.96,168,22,427,173,105,43,109,43,1.01,0.25
Georginio Georginio,Brighton,FWD,5.5,87,0,2.7,1.0,3,5,1776,7,20,1,0,0,0,2,0,2,338.6,349.5,448.0,113.5,0.0,0,0.0,15.8,0,0,0,0,0.0,0.0,0.0,0.0,2.9,2.9,5.8,21.59,20,32,38,61,131,6.64,,179,17,101,4,48,18,99,16,,,,,,,0.15,0.0,0.15,0.3,1.09,1.01,173,40,432,36,211,20,191,31,1.01,0.35
Rodrigo Bentancur,Spurs,MID,5.5,86,0,3.3,0.2,1,1,1880,8,25,0,0,0,0,7,0,4,349.0,197.8,124.0,67.4,0.0,0,0.0,15.6,0,0,0,0,0.0,0.0,0.0,0.0,0.72,0.84,1.56,23.65,23,56,91,131,278,13.31,,174,71,172,114,212,117,206,103,,,,,,,0.03,0.0,0.04,0.07,1.13,1.2,133,83,392,134,130,52,374,137,1.1,0.38
Joao Gomes,Aston Villa,MID,5.5,85,0,3.0,0.2,1,1,2207,4,41,0,0,0,0,9,0,4,486.6,353.4,176.0,102.0,0.0,0,0.0,15.5,0,0,0,0,0.0,0.0,0.0,0.0,1.15,1.34,2.49,48.6,25,107,87,193,387,15.78,Calf injury - Unknown return date,117,41,96,70,177,96,125,71,,,,,,,0.05,0.0,0.05,0.1,1.98,1.67,167,105,426,156,173,66,365,132,1.02,0.16
Milos Kerkez,Liverpool,DEF,5.5,85,0,2.5,4.3,2,1,2251,6,37,0,0,0,0,4,0,4,434.6,415.8,141.0,99.4,0.0,0,0.0,15.5,0,0,0,0,0.0,0.0,0.0,0.0,1.5,0.69,2.19,30.1,27,41,93,88,134,5.36,,141,58,69,16,197,54,131,40,,,,,,,0.06,0.0,0.03,0.09,1.2,1.48,204,30,463,181,237,97,79,29,1.08,0.24
Maxim De Cuyper,Brighton,DEF,4.5,84,0,2.8,1.5,2,3,1404,5,23,0,0,0,0,2,0,9,327.8,516.6,154.0,99.9,0.0,0,0.0,18.7,0,0,0,0,0.0,0.0,0.0,0.0,1.66,4.08,5.74,24.09,17,22,42,68,64,4.1,,187,72,47,5,193,52,129,38,2.0,,4.0,,,,0.11,0.0,0.26,0.37,1.54,1.47,463,123,141,95,191,79,159,63,1.09,0.32
Chemsdine Talbi,Sunderland,MID,5.5,83,0,3.0,0.2,4,2,1553,7,14,0,0,0,0,0,0,6,238.8,211.5,245.0,69.1,0.0,0,0.0,15.1,0,0,0,0,0.0,0.0,0.0,0.0,2.13,1.18,3.3,22.26,16,11,20,61,92,5.33,,229,101,158,106,118,68,201,100,,,,,,,0.12,0.0,0.07,0.19,1.29,0.81,207,130,466,181,174,67,332,115,0.93,0.41
Murillo Murillo,Nott'm Forest,DEF,5.5,83,0,3.3,1.2,1,0,2130,6,29,2,0,0,0,5,0,3,542.2,115.5,82.0,74.0,0.0,0,0.0,15.1,0,0,0,0,0.0,0.0,0.0,0.0,0.73,0.47,1.2,32.99,25,35,188,102,223,9.42,,95,44,226,65,249,78,187,63,,,3.0,,,,0.03,0.0,0.02,0.05,1.39,1.23,214,32,473,183,133,52,177,66,1.06,0.25
Jacob J.Murphy,Newcastle,MID,6.0,82,0,2.5,0.2,3,2,1606,8,20,0,0,0,0,2,0,5,330.8,393.7,346.0,106.0,0.0,0,0.0,13.7,0,0,0,0,0.0,0.0,0.0,0.0,3.07,2.66,5.73,24.35,19,16,27,47,90,5.04,,186,79,82,60,78,47,117,65,2.0,,,,,,0.17,0.0,0.15,0.32,1.36,1.12,59,40,486,190,239,93,379,141,1.06,0.45
Omari Hutchinson,Nott'm Forest,MID,5.5,82,0,2.6,0.2,1,7,1676,6,24,0,0,0,0,1,0,3,333.6,527.1,356.0,121.6,0.0,0,0.0,14.9,0,0,0,0,0.0,0.0,0.0,0.0,2.01,3.87,5.88,24.42,17,22,20,87,129,6.93,,183,77,45,41,74,45,85,50,4.0,,,,,,0.11,0.0,0.21,0.32,1.31,1.29,197,122,456,173,227,87,378,140,0.91,0.32
Curtis C.Jones,Liverpool,MID,5.5,81,0,2.4,0.1,1,3,1923,3,37,0,0,0,0,2,0,6,407.4,412.1,227.0,104.6,0.0,0,0.0,14.7,0,0,0,0,0.0,0.0,0.0,0.0,2.21,2.77,4.98,31.44,18,40,53,144,237,11.09,Hip injury - 75% chance of playing,149,57,72,54,134,77,119,67,,,,,,,0.1,0.0,0.13,0.23,1.47,1.73,136,84,395,135,251,103,405,158,0.84,0.14
Kenny Tete,Fulham,DEF,4.5,81,0,3.7,0.3,1,0,1791,6,25,0,0,0,0,2,0,5,416.0,214.1,108.0,73.9,0.0,0,0.0,18.0,0,0,0,0,0.0,0.0,0.0,0.0,0.92,1.46,2.38,25.79,21,65,100,82,165,8.29,,146,59,155,39,224,66,188,64,,,,,,,0.05,0.0,0.07,0.12,1.3,1.26,416,89,94,61,77,30,322,121,1.06,0.3
Sandro Tonali,Spurs,MID,5.5,81,0,2.3,4.1,0,2,2534,7,38,0,0,0,0,4,0,2,398.0,534.1,198.0,113.4,0.0,0,0.0,14.7,0,0,0,0,0.0,0.0,0.0,0.0,1.75,2.87,4.62,36.19,31,35,75,147,257,9.13,,154,59,43,39,157,85,100,58,2.0,,4.0,,,,0.06,0.0,0.1,0.16,1.29,1.35,155,97,414,148,257,106,81,28,1.1,0.25
Xavi Xavi,Spurs,MID,6.0,80,0,2.9,0.0,2,5,1747,4,36,0,0,0,0,5,1,7,349.6,533.8,255.0,113.9,0.0,0,0.0,13.3,0,0,0,0,0.0,0.0,0.0,0.0,3.06,3.85,6.91,30.71,19,34,28,87,149,7.68,Knee injury - Unknown return date,173,70,44,40,115,67,98,57,6.0,,2.0,,3.0,,0.16,0.0,0.2,0.36,1.58,1.85,97,62,524,212,187,72,551,229,0.98,0.21
Noah Sadiki,Sunderland,MID,5.0,80,0,2.4,0.4,0,2,2891,9,42,0,0,0,0,9,0,0,347.6,333.3,162.0,84.6,0.0,0,0.0,16.0,0,0,0,0,0.0,0.0,0.0,0.0,1.43,1.46,2.89,41.39,33,46,89,113,248,7.72,,175,72,105,75,187,103,161,79,,,,,,,0.04,0.0,0.05,0.09,1.29,1.31,375,224,352,111,249,102,287,94,1.03,0.28
Emile Smith Rowe,Fulham,MID,5.5,80,0,2.2,0.4,3,1,1909,6,27,0,0,0,0,1,0,1,291.6,330.0,404.0,102.6,0.0,0,0.0,14.5,0,0,0,0,0.0,0.0,0.0,0.0,4.71,1.12,5.83,31.27,22,35,42,71,148,6.98,,204,91,109,78,62,37,122,70,,,,,,,0.22,0.0,0.05,0.27,1.47,1.27,138,86,397,137,271,116,284,93,1.04,0.28
Lewis Hall,Newcastle,DEF,5.0,79,0,2.6,3.7,1,2,2176,4,39,0,0,0,0,4,0,4,550.2,433.6,196.0,118.0,0.0,0,0.0,15.8,0,0,0,0,0.0,0.0,0.0,0.0,1.01,2.78,3.79,37.72,24,54,119,134,173,7.16,,93,42,64,14,158,41,92,25,1.0,,1.0,,,,0.04,0.0,0.11,0.15,1.56,1.61,328,66,305,149,226,93,87,32,0.99,0.17
Joško Gvardiol,Man City,DEF,5.5,79,0,4.4,11.9,2,2,1370,6,13,0,0,0,0,2,0,5,369.0,109.5,218.0,69.8,0.0,0,0.0,14.4,0,0,0,0,0.0,0.0,0.0,0.0,2.25,0.7,2.95,16.05,16,17,86,49,103,6.77,,165,69,232,71,143,32,200,67,,,,,,,0.15,0.0,0.05,0.2,1.05,0.85,182,26,441,177,31,11,34,12,1.05,0.39
Jack Grealish,Man City,MID,6.5,79,0,4.0,0.1,2,6,1627,7,23,0,0,0,0,3,1,12,374.2,520.5,397.0,129.2,0.0,0,0.0,12.2,0,0,0,0,0.0,0.0,0.0,0.0,2.05,3.37,5.41,25.81,18,20,27,88,135,7.47,,162,64,46,42,68,41,75,46,,,,,,,0.11,0.0,0.19,0.3,1.43,1.27,32,20,539,223,60,27,404,157,1.0,0.39
Pascal Groß,Brighton,MID,5.5,78,0,4.1,12.2,1,6,1636,6,17,0,0,0,0,2,0,10,397.2,668.2,220.0,128.5,0.0,0,0.0,14.2,0,0,0,0,0.0,0.0,0.0,0.0,1.39,3.95,5.34,20.36,18,29,40,76,145,7.98,,155,60,27,26,139,79,76,47,1.0,,1.0,,1.0,,0.08,0.0,0.22,0.3,1.12,0.94,111,73,370,124,46,21,33,10,0.99,0.33
Djed Spence,Spurs,DEF,4.5,78,0,2.6,4.0,0,0,2049,9,31,0,0,0,0,4,0,3,291.0,209.7,207.0,70.5,0.0,0,0.0,17.3,0,0,0,0,0.0,0.0,0.0,0.0,0.9,1.77,2.67,31.42,23,44,72,112,116,5.1,Has joined Internazionale permanently,206,78,159,40,147,35,198,66,,,,,,,0.04,0.0,0.08,0.12,1.38,1.36,442,109,120,81,219,88,83,31,1.01,0.4
Mathys Tel,Spurs,MID,6.0,78,0,2.5,0.6,4,2,1334,3,23,0,0,0,0,1,0,7,303.4,457.2,312.0,107.6,0.0,0,0.0,13.0,0,0,0,0,0.0,0.0,0.0,0.0,2.47,2.43,4.89,17.29,13,20,19,72,111,7.49,,200,89,58,48,94,59,110,63,4.0,,,,,,0.17,0.0,0.16,0.33,1.17,1.55,99,64,526,214,241,95,244,81,0.88,0.2
Tyler Adams,Bournemouth,MID,5.0,77,0,3.1,0.5,2,2,1769,7,28,0,0,0,0,8,0,3,387.0,158.2,115.0,66.3,0.0,0,0.0,15.4,0,0,0,0,0.0,0.0,0.0,0.0,0.63,0.63,1.26,27.18,21,53,83,96,232,11.8,Unspecified injury - 75% chance of playing,157,62,197,126,223,121,208,105,,,,,,,0.03,0.0,0.03,0.06,1.38,1.42,256,156,233,43,158,60,268,86,1.07,0.36
Yéremy Yeremy,Crystal Palace,MID,5.5,77,0,2.3,0.2,2,2,2074,7,28,0,0,0,0,4,0,3,325.8,718.4,371.0,141.4,0.0,0,0.0,14.0,0,0,0,0,0.0,0.0,0.0,0.0,4.53,6.12,10.65,30.01,26,36,30,101,167,7.25,,189,80,22,21,71,43,57,36,2.0,,1.0,,,,0.2,0.0,0.27,0.47,1.3,1.22,190,117,449,168,259,107,345,120,1.13,0.3
Kristoffer Ajer,Brentford,DEF,4.5,76,0,2.8,2.2,0,2,1805,5,32,0,0,0,0,4,0,1,401.4,59.1,165.0,62.7,0.0,0,0.0,16.9,0,0,0,0,0.0,0.0,0.0,0.0,0.69,0.73,1.42,31.51,20,37,155,59,192,9.57,,152,62,278,94,182,49,216,70,,,,,,,0.03,0.0,0.04,0.07,1.57,1.6,422,93,100,65,189,77,125,52,1.0,0.25
William Osula,Newcastle,FWD,6.0,76,0,3.2,1.1,7,1,805,2,14,0,0,0,0,0,0,13,256.6,82.6,284.0,62.2,0.0,0,0.0,12.7,0,0,0,0,0.0,0.0,0.0,0.0,4.28,0.62,4.9,14.48,8,6,2,23,31,3.47,,222,21,252,29,105,25,218,24,,,,,2.0,,0.48,0.0,0.07,0.55,1.62,1.57,102,25,529,56,153,14,187,30,0.89,0.22
Amadou Onana,Aston Villa,MID,5.0,76,0,3.0,0.0,2,0,1755,6,26,0,0,0,0,3,0,4,413.2,152.6,178.0,74.4,0.0,0,0.0,15.2,0,0,0,0,0.0,0.0,0.0,0.0,1.68,0.69,2.37,28.53,21,48,99,72,219,11.23,Knee injury - Unknown return date,148,56,203,130,175,94,185,93,,,,,,,0.09,0.0,0.04,0.13,1.46,1.33,306,181,283,68,170,64,534,224,1.08,0.31
Jordan Henderson,Chelsea,MID,5.0,76,0,2.4,0.0,1,3,1911,6,28,0,0,0,0,6,0,5,336.6,358.3,49.0,74.4,0.0,0,0.0,15.2,0,0,0,0,0.0,0.0,0.0,0.0,0.33,2.31,2.64,28.16,22,27,58,98,183,8.62,Wrist injury - 75% chance of playing,181,75,95,69,277,147,184,92,,,,,,,0.02,0.0,0.11,0.13,1.33,1.32,224,139,201,26,243,96,509,213,1.04,0.28
Jørgen Strand Larsen,Crystal Palace,FWD,6.0,75,0,2.1,0.6,4,1,2301,5,41,0,0,1,0,4,0,3,265.2,203.1,469.0,91.5,0.0,0,0.0,12.5,0,0,0,0,0.0,0.0,0.0,0.0,5.3,1.12,6.42,36.03,26,9,49,37,95,3.72,,218,20,165,15,46,17,147,19,,,,,,,0.21,0.0,0.04,0.25,1.41,1.6,77,20,504,51,280,28,248,42,1.02,0.2
Mohammed Kudus,Spurs,MID,6.5,75,0,3.9,0.1,2,6,1535,7,20,0,0,0,0,3,0,7,333.4,413.8,302.0,104.7,0.0,0,0.0,11.5,0,0,0,0,0.0,0.0,0.0,0.0,1.92,2.41,4.33,22.74,19,29,9,95,133,7.8,Thigh injury - 75% chance of playing,185,78,71,53,98,62,118,66,5.0,,3.0,,2.0,,0.11,0.0,0.14,0.25,1.33,1.17,48,34,555,237,68,31,392,148,1.11,0.41
